ADOLFO ALSINA,1
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,8,,
27,PARTIDO UNION CELESTE Y BLANCO,,8,
503,AZA.AVANZA LIBERTAD,23,23,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,20,18
506,AZA.JUNTOS,108,108,107
507,FRENTE DE TODOS,92,92,91
508,FRENTE VAMOS CON VOS,9,9,13
,VOTOS NULOS,5,5,5
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,1,0,31
,TOTALES,265,265,265
AVELLANEDA,16
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,7,,
27,PARTIDO UNION CELESTE Y BLANCO,,8,
503,AZA.AVANZA LIBERTAD,24,23,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,17,17,15
506,AZA.JUNTOS,119,119,125
507,FRENTE DE TODOS,108,107,107
508,FRENTE VAMOS CON VOS,9,8,8
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,1,3,30
,TOTALES,285,285,285
AVELLANEDA,17
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,1,,
27,PARTIDO UNION CELESTE Y BLANCO,,1,
503,AZA.AVANZA LIBERTAD,18,18,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,17,18,16
506,AZA.JUNTOS,117,116,118
507,FRENTE DE TODOS,92,92,91
508,FRENTE VAMOS CON VOS,16,16,16
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,9,9,29
,TOTALES,270,270,270
AVELLANEDA,18
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,24,24,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,19,20
506,AZA.JUNTOS,113,112,110
507,FRENTE DE TODOS,82,83,83
508,FRENTE VAMOS CON VOS,4,4,5
,VOTOS NULOS,1,1,1
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,6,6,34
,TOTALES,253,253,253
AVELLANEDA,19
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,24,24,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,17,17,15
506,AZA.JUNTOS,105,105,104
507,FRENTE DE TODOS,83,83,85
508,FRENTE VAMOS CON VOS,7,7,9
,VOTOS NULOS,7,7,7
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,1,1,28
,TOTALES,248,248,248
AVELLANEDA,20
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,23,22,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,11,10,9
506,AZA.JUNTOS,130,131,134
507,FRENTE DE TODOS,86,87,89
508,FRENTE VAMOS CON VOS,8,7,8
,VOTOS NULOS,4,5,3
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,4,4,26
,TOTALES,269,269,269
AVELLANEDA,21
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,10,10,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,17,17,16
506,AZA.JUNTOS,130,130,125
507,FRENTE DE TODOS,85,85,88
508,FRENTE VAMOS CON VOS,15,15,19
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,4,4,17
,TOTALES,265,265,265
AVELLANEDA,22
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,24,24,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,10,10,14
506,AZA.JUNTOS,119,118,119
507,FRENTE DE TODOS,92,92,91
508,FRENTE VAMOS CON VOS,11,12,11
,VOTOS NULOS,3,3,3
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,2,2,26
,TOTALES,264,264,264
AVELLANEDA,23
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,12,12,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,14,13,13
506,AZA.JUNTOS,139,136,133
507,FRENTE DE TODOS,81,82,86
508,FRENTE VAMOS CON VOS,11,11,11
,VOTOS NULOS,2,2,2
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,6,9,24
,TOTALES,269,269,269
AVELLANEDA,24
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,24,23,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,16,16,14
506,AZA.JUNTOS,129,127,125
507,FRENTE DE TODOS,96,96,104
508,FRENTE VAMOS CON VOS,13,13,13
,VOTOS NULOS,2,2,2
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,2,5,28
,TOTALES,286,286,286
AVELLANEDA,25
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,2,,
27,PARTIDO UNION CELESTE Y BLANCO,,2,
503,AZA.AVANZA LIBERTAD,10,10,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,19,18
506,AZA.JUNTOS,123,123,121
507,FRENTE DE TODOS,87,87,91
508,FRENTE VAMOS CON VOS,13,12,12
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,8,9,20
,TOTALES,262,262,262
AVELLANEDA,26
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,18,17,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,24,25,23
506,AZA.JUNTOS,115,115,117
507,FRENTE DE TODOS,87,87,95
508,FRENTE VAMOS CON VOS,10,9,10
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,11,12,24
,TOTALES,269,269,269
AVELLANEDA,27
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,21,20,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,10,10,8
506,AZA.JUNTOS,100,100,99
507,FRENTE DE TODOS,108,108,110
508,FRENTE VAMOS CON VOS,10,10,12
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,5,6,28
,TOTALES,257,257,257
AVELLANEDA,28
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,7,,
27,PARTIDO UNION CELESTE Y BLANCO,,8,
503,AZA.AVANZA LIBERTAD,27,27,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,16,16,16
506,AZA.JUNTOS,104,103,104
507,FRENTE DE TODOS,91,91,93
508,FRENTE VAMOS CON VOS,14,14,14
,VOTOS NULOS,8,8,8
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,1,1,33
,TOTALES,268,268,268
AVELLANEDA,29
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,5,,
27,PARTIDO UNION CELESTE Y BLANCO,,5,
503,AZA.AVANZA LIBERTAD,24,24,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,16,16,16
506,AZA.JUNTOS,124,124,124
507,FRENTE DE TODOS,97,97,98
508,FRENTE VAMOS CON VOS,11,10,11
,VOTOS NULOS,2,2,2
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,2,3,30
,TOTALES,281,281,281
AVELLANEDA,30
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,24,22,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,22,22,20
506,AZA.JUNTOS,112,113,111
507,FRENTE DE TODOS,88,90,95
508,FRENTE VAMOS CON VOS,13,12,11
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,5,5,30
,TOTALES,267,267,267
AVELLANEDA,31
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,7,,
27,PARTIDO UNION CELESTE Y BLANCO,,7,
503,AZA.AVANZA LIBERTAD,24,22,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,18,19
506,AZA.JUNTOS,128,126,127
507,FRENTE DE TODOS,76,76,77
508,FRENTE VAMOS CON VOS,10,12,14
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,6,9,33
,TOTALES,270,270,270
AVELLANEDA,32
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,0,
503,AZA.AVANZA LIBERTAD,24,24,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,20,21,20
506,AZA.JUNTOS,115,115,114
507,FRENTE DE TODOS,94,92,95
508,FRENTE VAMOS CON VOS,3,4,6
,VOTOS NULOS,4,4,4
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,5,9,30
,TOTALES,269,269,269
AVELLANEDA,33
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,5,,
27,PARTIDO UNION CELESTE Y BLANCO,,5,
503,AZA.AVANZA LIBERTAD,15,15,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,18,17,16
506,AZA.JUNTOS,119,116,117
507,FRENTE DE TODOS,90,92,93
508,FRENTE VAMOS CON VOS,10,10,9
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,5,7,27
,TOTALES,262,262,262
AVELLANEDA,34
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,2,,
27,PARTIDO UNION CELESTE Y BLANCO,,0,
503,AZA.AVANZA LIBERTAD,19,19,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,18,18,16
506,AZA.JUNTOS,118,116,118
507,FRENTE DE TODOS,99,98,101
508,FRENTE VAMOS CON VOS,8,8,8
,VOTOS NULOS,1,1,1
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,2,7,23
,TOTALES,267,267,267
AVELLANEDA,35
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,5,,
27,PARTIDO UNION CELESTE Y BLANCO,,5,
503,AZA.AVANZA LIBERTAD,18,16,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,16,16,15
506,AZA.JUNTOS,126,125,124
507,FRENTE DE TODOS,81,80,83
508,FRENTE VAMOS CON VOS,12,11,12
,VOTOS NULOS,2,2,2
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,2,7,26
,TOTALES,262,262,262
AVELLANEDA,36
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,5,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,22,21,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,12,12,12
506,AZA.JUNTOS,135,133,130
507,FRENTE DE TODOS,76,78,75
508,FRENTE VAMOS CON VOS,13,12,16
,VOTOS NULOS,5,5,5
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,0,4,30
,TOTALES,268,268,268
AVELLANEDA,37
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,5,,
27,PARTIDO UNION CELESTE Y BLANCO,,5,
503,AZA.AVANZA LIBERTAD,26,25,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,18,19
506,AZA.JUNTOS,116,114,116
507,FRENTE DE TODOS,84,84,83
508,FRENTE VAMOS CON VOS,10,10,10
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,7,11,39
,TOTALES,267,267,267
AVELLANEDA,38
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,18,18,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,19,16
506,AZA.JUNTOS,133,133,135
507,FRENTE DE TODOS,85,85,88
508,FRENTE VAMOS CON VOS,4,4,4
,VOTOS NULOS,6,6,6
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,0,0,19
,TOTALES,268,268,268
AVELLANEDA,39
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,7,,
27,PARTIDO UNION CELESTE Y BLANCO,,7,
503,AZA.AVANZA LIBERTAD,14,14,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,12,12,12
506,AZA.JUNTOS,128,127,125
507,FRENTE DE TODOS,89,88,91
508,FRENTE VAMOS CON VOS,6,7,8
,VOTOS NULOS,1,1,1
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,1,2,21
,TOTALES,258,258,258
AVELLANEDA,40
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,5,
503,AZA.AVANZA LIBERTAD,15,15,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,8,7,8
506,AZA.JUNTOS,59,58,58
507,FRENTE DE TODOS,41,41,44
508,FRENTE VAMOS CON VOS,11,11,11
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,3,4,20
,TOTALES,141,141,141
AVELLANEDA,41
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,14,14,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,8,8,7
506,AZA.JUNTOS,66,66,66
507,FRENTE DE TODOS,41,41,41
508,FRENTE VAMOS CON VOS,10,10,10
,VOTOS NULOS,3,3,3
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,3,3,21
,TOTALES,148,148,148
AVELLANEDA,42
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,18,18,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,23,24,25
506,AZA.JUNTOS,100,100,99
507,FRENTE DE TODOS,98,97,98
508,FRENTE VAMOS CON VOS,12,12,12
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,5,5,25
,TOTALES,259,259,259
AVELLANEDA,43
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,2,,
27,PARTIDO UNION CELESTE Y BLANCO,,2,
503,AZA.AVANZA LIBERTAD,18,18,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,22,23,22
506,AZA.JUNTOS,113,112,111
507,FRENTE DE TODOS,100,99,100
508,FRENTE VAMOS CON VOS,8,7,8
,VOTOS NULOS,3,3,3
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,2,4,24
,TOTALES,268,268,268
AVELLANEDA,44
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,10,,
27,PARTIDO UNION CELESTE Y BLANCO,,10,
503,AZA.AVANZA LIBERTAD,24,24,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,15,15,16
506,AZA.JUNTOS,114,113,110
507,FRENTE DE TODOS,81,80,82
508,FRENTE VAMOS CON VOS,12,12,12
,VOTOS NULOS,4,4,4
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,4,6,40
,TOTALES,264,264,264
AVELLANEDA,45
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,21,20,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,13,13,12
506,AZA.JUNTOS,107,107,105
507,FRENTE DE TODOS,99,100,106
508,FRENTE VAMOS CON VOS,8,8,7
,VOTOS NULOS,2,2,2
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,6,6,27
,TOTALES,259,259,259
AVELLANEDA,46
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,23,23,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,31,31,30
506,AZA.JUNTOS,109,107,108
507,FRENTE DE TODOS,88,88,90
508,FRENTE VAMOS CON VOS,8,9,8
,VOTOS NULOS,3,3,3
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,3,4,29
,TOTALES,268,268,268
AVELLANEDA,47
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,22,22,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,14,14,14
506,AZA.JUNTOS,118,117,117
507,FRENTE DE TODOS,93,95,97
508,FRENTE VAMOS CON VOS,7,6,6
,VOTOS NULOS,4,4,4
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,1,1,25
,TOTALES,263,263,263
AVELLANEDA,48
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,7,,
27,PARTIDO UNION CELESTE Y BLANCO,,7,
503,AZA.AVANZA LIBERTAD,26,26,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,20,21
506,AZA.JUNTOS,105,104,105
507,FRENTE DE TODOS,88,87,87
508,FRENTE VAMOS CON VOS,8,8,9
,VOTOS NULOS,4,4,4
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,2,3,33
,TOTALES,259,259,259
AVELLANEDA,49
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,18,17,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,13,14,14
506,AZA.JUNTOS,127,126,126
507,FRENTE DE TODOS,82,82,84
508,FRENTE VAMOS CON VOS,9,9,9
,VOTOS NULOS,2,2,2
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,5,6,25
,TOTALES,260,260,260
AVELLANEDA,50
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,8,,
27,PARTIDO UNION CELESTE Y BLANCO,,8,
503,AZA.AVANZA LIBERTAD,22,21,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,26,25,24
506,AZA.JUNTOS,136,137,136
507,FRENTE DE TODOS,79,79,82
508,FRENTE VAMOS CON VOS,12,12,11
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,0,1,30
,TOTALES,283,283,283
AVELLANEDA,51
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,18,19,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,19,20
506,AZA.JUNTOS,113,113,113
507,FRENTE DE TODOS,95,95,95
508,FRENTE VAMOS CON VOS,8,8,8
,VOTOS NULOS,3,3,1
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,4,4,27
,TOTALES,264,264,264
AVELLANEDA,52
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,23,23,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,24,23,23
506,AZA.JUNTOS,128,128,126
507,FRENTE DE TODOS,76,77,79
508,FRENTE VAMOS CON VOS,6,6,7
,VOTOS NULOS,4,4,4
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,0,0,26
,TOTALES,265,265,265
AVELLANEDA,53
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,5,,
27,PARTIDO UNION CELESTE Y BLANCO,,5,
503,AZA.AVANZA LIBERTAD,33,33,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,13,13,13
506,AZA.JUNTOS,139,139,138
507,FRENTE DE TODOS,86,87,92
508,FRENTE VAMOS CON VOS,9,9,9
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,1,0,34
,TOTALES,286,286,286
AVELLANEDA,54
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,7,,
27,PARTIDO UNION CELESTE Y BLANCO,,7,
503,AZA.AVANZA LIBERTAD,14,14,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,13,13,13
506,AZA.JUNTOS,106,104,104
507,FRENTE DE TODOS,108,110,112
508,FRENTE VAMOS CON VOS,12,11,11
,VOTOS NULOS,1,1,1
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,4,5,24
,TOTALES,265,265,265
AVELLANEDA,55
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,6,,
27,PARTIDO UNION CELESTE Y BLANCO,,6,
503,AZA.AVANZA LIBERTAD,27,27,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,19,20
506,AZA.JUNTOS,111,110,113
507,FRENTE DE TODOS,93,92,91
508,FRENTE VAMOS CON VOS,12,13,12
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,6,7,38
,TOTALES,274,274,274
AVELLANEDA,56
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,1,,
27,PARTIDO UNION CELESTE Y BLANCO,,0,
503,AZA.AVANZA LIBERTAD,16,16,
